Urls,Authors,Titles,Reviews,Votes,Average_rating,Number_of_Rated_people
https://www.goodreads.com/book/show/7728.Antigone,Sophocles,"Antigone (The Theban Plays, #3)",9827,152,3.67,120999
https://www.goodreads.com/book/show/17214.Starship_Troopers,Robert A. Heinlein,Starship Troopers,9748,128,4.0,210952
https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost,Robert Frost,The Poetry of Robert Frost,9744,158,4.23,50803
https://www.goodreads.com/book/show/6137154-fire,Kristin Cashore,"Fire (Graceling Realm, #2)",9741,132,4.08,179405
https://www.goodreads.com/book/show/6654313-linger,Maggie Stiefvater,"Linger (The Wolves of Mercy Falls, #2)",9729,132,3.88,168594
https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,Markus Zusak,I Am the Messenger,9724,114,4.02,154729
https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,Rick Riordan,"The Blood of Olympus (The Heroes of Olympus, #5)",9719,128,4.4,251482
https://www.goodreads.com/book/show/34484.Small_Gods,Terry Pratchett,"Small Gods (Discworld, #13)",9709,124,4.3,107843
https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,Katja Millay,The Sea of Tranquility,9708,112,4.29,83137
https://www.goodreads.com/book/show/24800.House_of_Leaves,Mark Z. Danielewski,House of Leaves,9662,110,4.05,151779
https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines,John Green,An Abundance of Katherines,9647,120,3.55,495108
https://www.goodreads.com/book/show/152380.Mary_Poppins,P.L. Travers,"Mary Poppins (Mary Poppins, #1)",9634,176,4.02,123648
https://www.goodreads.com/book/show/12751687-finale,Becca Fitzpatrick,"Finale (Hush, Hush, #4)",9626,123,4.14,160492
https://www.goodreads.com/book/show/298275.Nausea,Jean-Paul Sartre,Nausea,9601,124,3.92,98335
https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,Agatha Christie,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",9593,132,4.24,195830
https://www.goodreads.com/book/show/10569.On_Writing,Stephen King,On Writing: A Memoir of the Craft,9531,130,4.31,252733
https://www.goodreads.com/book/show/50033.Dandelion_Wine,Ray Bradbury,"Dandelion Wine (Green Town, #1)",9496,128,4.06,63090
https://www.goodreads.com/book/show/15745950-walking-disaster,Jamie McGuire,"Walking Disaster (Beautiful, #2)",9459,116,4.18,179143
https://www.goodreads.com/book/show/334176.The_Sparrow,Mary Doria Russell,"The Sparrow (The Sparrow, #1)",9433,115,4.1,72360
https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,Stephen R. Covey,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,9424,138,4.14,624310
https://www.goodreads.com/book/show/48328.Revolutionary_Road,Richard Yates,Revolutionary Road,9417,123,3.9,84802
https://www.goodreads.com/book/show/1848.Wild_Swans,Jung Chang,Wild Swans: Three Daughters of China,9414,128,4.23,105225
https://www.goodreads.com/book/show/5391115-the-awakening,Kelley Armstrong,"The Awakening (Darkest Powers, #2)",9391,126,4.12,116137
https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes,Sabaa Tahir,"An Ember in the Ashes (An Ember in the Ashes, #1)",9383,106,4.26,238616
https://www.goodreads.com/book/show/40389231-cold-sassy-tree,Olive Ann Burns,Cold Sassy Tree,9372,134,4.02,99983
https://www.goodreads.com/book/show/77295.Gift_from_the_Sea,Anne Morrow Lindbergh,Gift from the Sea,9366,133,4.14,46251
https://www.goodreads.com/book/show/5246.Ethan_Frome,Edith Wharton,Ethan Frome,9344,137,3.43,118629
https://www.goodreads.com/book/show/386372.Mort,Terry Pratchett,"Mort (Discworld, #4; Death, #1)",9344,125,4.21,220931
https://www.goodreads.com/book/show/42697.Exodus,Leon Uris,Exodus,9319,148,4.33,95728
https://www.goodreads.com/book/show/1371.The_Iliad,Homer,The Iliad,9310,124,3.88,389338
https://www.goodreads.com/book/show/186190.Forrest_Gump,Winston Groom,"Forrest Gump (Forrest Gump, #1)",9286,148,4.04,63052
https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,F. Scott Fitzgerald,Tender Is the Night,9270,134,3.8,123626
https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,Douglas Adams,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",9249,134,4.2,255936
https://www.goodreads.com/book/show/6468666-the-reckoning,Kelley Armstrong,"The Reckoning (Darkest Powers, #3)",9243,123,4.15,120628
https://www.goodreads.com/book/show/7805.Pale_Fire,Vladimir Nabokov,Pale Fire,9239,120,4.1,47939
https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,Charlaine Harris,"Dead as a Doornail (Sookie Stackhouse, #5)",9225,134,3.98,219650
https://www.goodreads.com/book/show/46945.Requiem_for_a_Dream,Hubert Selby Jr.,Requiem for a Dream,9211,108,4.06,63662
https://www.goodreads.com/book/show/280111.Holy_Bible,Anonymous,Holy Bible: New International Version,9205,114,4.57,72021
https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,Tom Clancy,"The Hunt for Red October (Jack Ryan, #3)",9181,135,4.09,358996
https://www.goodreads.com/book/show/40941582,سید مرتضی مصطفوی,گم شده ای در مه,9151,93,4.01,868
https://www.goodreads.com/book/show/29946.Illusions,Richard Bach,Illusions: The Adventures of a Reluctant Messiah,9128,117,4.14,60767
https://www.goodreads.com/book/show/2731276-the-story-of-edgar-sawtelle,David Wroblewski,The Story of Edgar Sawtelle,9126,122,3.62,99643
https://www.goodreads.com/book/show/6050298-dreamfever,Karen Marie Moning,"Dreamfever (Fever, #4)",9111,115,4.37,97967
https://www.goodreads.com/book/show/3407877-the-forgotten-garden,Kate Morton,The Forgotten Garden,9097,115,4.13,208532
https://www.goodreads.com/book/show/10140661-gabriel-s-inferno,Sylvain Reynard,"Gabriel's Inferno (Gabriel's Inferno, #1)",9078,106,3.99,152019
https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County,Robert James Waller,The Bridges of Madison County,9077,143,3.64,88405
https://www.goodreads.com/book/show/373755.Absalom_Absalom_,William Faulkner,"Absalom, Absalom!",9055,118,3.97,40741
https://www.goodreads.com/book/show/1241.A_Million_Little_Pieces,James Frey,A Million Little Pieces,9032,118,3.66,241089
https://www.goodreads.com/book/show/5091.The_Dark_Tower,Stephen King,"The Dark Tower (The Dark Tower, #7)",9028,123,4.23,163632
https://www.goodreads.com/book/show/5886881-dark-places,Gillian Flynn,Dark Places,9025,111,3.94,656851
https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,Juliet Marillier,"Daughter of the Forest (Sevenwaters, #1)",9004,108,4.23,62583
https://www.goodreads.com/book/show/78983.Kane_Abel,Jeffrey Archer,"Kane & Abel (Kane & Abel, #1)",8996,105,4.3,110465
https://www.goodreads.com/book/show/11768.The_Hotel_New_Hampshire,John Irving,The Hotel New Hampshire,8925,127,3.91,61013
https://www.goodreads.com/book/show/44790978-matching-configurations,Kyle Keyes,"Matching Configurations (Quantum Roots, #3)",8925,99,4.38,4334
https://www.goodreads.com/book/show/30281.Guilty_Pleasures,Laurell K. Hamilton,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",8909,121,4.01,141370
https://www.goodreads.com/book/show/11991.The_Fall,Albert Camus,The Fall,8906,115,4.01,85339
https://www.goodreads.com/book/show/13596809-reflected-in-you,Sylvia Day,"Reflected in You (Crossfire, #2)",8898,109,4.31,327053
https://www.goodreads.com/book/show/18334354-quantum-roots,Kyle Keyes,"Quantum Roots (Quantum Roots, #1)",8897,98,4.33,8178
https://www.goodreads.com/book/show/18839.Orlando,Virginia Woolf,Orlando,8890,125,3.86,72710
https://www.goodreads.com/book/show/8709523-the-golden-lily,Richelle Mead,"The Golden Lily (Bloodlines, #2)",8887,119,4.27,119410
https://www.goodreads.com/book/show/17728.The_House_of_Mirth,Edith Wharton,The House of Mirth,8882,125,3.95,91073
https://www.goodreads.com/book/show/7822895-the-millennium-trilogy,Stieg Larsson,"The Millennium Trilogy (Millennium Trilogy, #1-3)",8876,118,4.41,54387
https://www.goodreads.com/book/show/2595138-the-gargoyle,Andrew Davidson,The Gargoyle,8856,108,3.93,49469
https://www.goodreads.com/book/show/24765.Specials,Scott Westerfeld,"Specials (Uglies, #3)",8825,126,3.76,181903
https://www.goodreads.com/book/show/41423092-the-awakening,Suzanne Boisvert,The Awakening: Fate in Motion,8821,98,4.3,6103
https://www.goodreads.com/book/show/22881898-shot-down,Steve Snyder,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,8820,97,4.22,19839
https://www.goodreads.com/book/show/140079.Definitely_Dead,Charlaine Harris,Definitely Dead (Sookie Stackhouse #6),8760,130,3.99,203819
https://www.goodreads.com/book/show/30659.Meditations,Marcus Aurelius,Meditations,8729,110,4.22,164609
https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,Tom Wolfe,The Bonfire of the Vanities,8710,133,3.86,77278
https://www.goodreads.com/book/show/368916.84_Charing_Cross_Road,Helene Hanff,"84, Charing Cross Road",8710,129,4.11,63437
https://www.goodreads.com/book/show/9014.The_Long_Walk,Richard Bachman,The Long Walk,8704,111,4.08,151479
https://www.goodreads.com/book/show/7046495-lover-mine,J.R. Ward,"Lover Mine (Black Dagger Brotherhood, #8)",8684,120,4.38,109458
https://www.goodreads.com/book/show/2168860.One_Foot_in_the_Grave,Jeaniene Frost,"One Foot in the Grave (Night Huntress, #2)",8664,110,4.28,101339
https://www.goodreads.com/book/show/18243700-the-assassin-s-blade,Sarah J. Maas,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",8663,105,4.33,205554
https://www.goodreads.com/book/show/35879889-christy,Catherine Marshall,Christy,8633,129,4.22,51996
https://www.goodreads.com/book/show/270730.Crank,Ellen Hopkins,"Crank (Crank, #1)",8610,108,4.15,134931
https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,Brandon Sanderson,"The Well of Ascension (Mistborn, #2)",8610,102,4.35,341744
https://www.goodreads.com/book/show/307791.The_City_of_Ember,Jeanne DuPrau,"The City of Ember (Book of Ember, #1)",8607,119,3.87,267121
https://www.goodreads.com/book/show/6917952-burned,P.C. Cast,"Burned (House of Night, #7)",8606,125,3.95,156896
https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets,William Shakespeare,Shakespeare's Sonnets,8603,137,4.24,93350
https://www.goodreads.com/book/show/10916.The_Pact,Jodi Picoult,The Pact,8589,114,4.01,287955
https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,Billie Letts,Where the Heart Is,8588,134,4.02,244571
https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,V.E. Schwab,"A Darker Shade of Magic (Shades of Magic, #1)",8586,95,4.06,263708
https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker,Tom Robbins,Still Life with Woodpecker,8579,115,4.01,79320
https://www.goodreads.com/book/show/7437.Naked_Lunch,William S. Burroughs,Naked Lunch,8526,111,3.46,90042
https://www.goodreads.com/book/show/3063499-the-lucky-one,Nicholas Sparks,The Lucky One,8515,115,4.12,341085
https://www.goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,Mark Twain,A Connecticut Yankee in King Arthur's Court,8501,131,3.76,101586
https://www.goodreads.com/book/show/44652.Fablehaven,Brandon Mull,"Fablehaven (Fablehaven, #1)",8492,110,4.09,149927
https://www.goodreads.com/book/show/12395.Journey_to_the_End_of_the_Night,Louis-Ferdinand Céline,Journey to the End of the Night,8487,100,4.21,35557
https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion,Ken Kesey,Sometimes a Great Notion,8463,106,4.19,21880
https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods,Bill Bryson,A Walk in the Woods: Rediscovering America on the Appalachian Trail,8441,118,4.05,373925
https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,Jonathan Stroud,"The Amulet of Samarkand (Bartimaeus, #1)",8440,102,4.0,127106
https://www.goodreads.com/book/show/13362536-opal,Jennifer L. Armentrout,"Opal (Lux, #3)",8437,109,4.25,142635
https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,Irving Stone,The Agony and the Ecstasy,8400,120,4.06,87319
https://www.goodreads.com/book/show/9593911-pandemonium,Lauren Oliver,"Pandemonium (Delirium, #2)",8352,101,4.04,227623
https://www.goodreads.com/book/show/40496.How_Green_Was_My_Valley,Richard Llewellyn,How Green Was My Valley,8347,121,4.19,15661
https://www.goodreads.com/book/show/4631.A_Moveable_Feast,Ernest Hemingway,A Moveable Feast,8321,118,4.01,134277
https://www.goodreads.com/book/show/4031.Lunar_Park,Bret Easton Ellis,Lunar Park,8305,94,3.66,34611
https://www.goodreads.com/book/show/76171.We,Yevgeny Zamyatin,We,8296,105,3.9,83854
https://www.goodreads.com/book/show/6567017-will-grayson-will-grayson,John Green,"Will Grayson, Will Grayson",8290,99,3.74,371027
https://www.goodreads.com/book/show/18774964-a-man-called-ove,Fredrik Backman,A Man Called Ove,8277,96,4.35,718912
https://www.goodreads.com/book/show/3099787-night-world-no-1,L.J. Smith,"Night World, No. 1 (Night World, #1-3)",8273,107,4.05,62563
https://www.goodreads.com/book/show/16056408-easy,Tammara Webber,"Easy (Contours of the Heart, #1)",8233,102,4.08,226983
https://www.goodreads.com/book/show/2122.The_Fountainhead,Ayn Rand,The Fountainhead,8209,101,3.87,309214
https://www.goodreads.com/book/show/41424.Beauty,Robin McKinley,Beauty: A Retelling of the Story of Beauty and the Beast,8199,104,4.05,76971
https://www.goodreads.com/book/show/13517535-thoughtless,S.C. Stephens,"Thoughtless (Thoughtless, #1)",8160,92,4.09,137864
https://www.goodreads.com/book/show/497199.Factotum,Charles Bukowski,Factotum,8155,95,3.93,68727
https://www.goodreads.com/book/show/23878688-the-5-love-languages,Gary Chapman,The 5 Love Languages: The Secret to Love that Lasts,8153,113,4.25,351113
https://www.goodreads.com/book/show/11918.Bitten,Kelley Armstrong,"Bitten (Otherworld, #1)",8143,102,4.0,101741
https://www.goodreads.com/book/show/28009303-dodging-satan,Kathleen Zamboni McCormick,"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",8140,91,4.29,10191
https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,Junot Díaz,The Brief Wondrous Life of Oscar Wao,8128,108,3.89,246497
https://www.goodreads.com/book/show/5096.Wizard_and_Glass,Stephen King,"Wizard and Glass (The Dark Tower, #4)",8119,108,4.23,182606
https://www.goodreads.com/book/show/16729.Beach_Music,Pat Conroy,Beach Music,8104,114,4.17,45641
https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,Friedrich Nietzsche,Thus Spoke Zarathustra,8084,98,4.05,126665
https://www.goodreads.com/book/show/24192.The_Runaway_Jury,John Grisham,The Runaway Jury,8078,124,3.99,293911
https://www.goodreads.com/book/show/976.Deception_Point,Dan Brown,Deception Point,8068,104,3.73,634428
https://www.goodreads.com/book/show/3466.The_Wedding,Nicholas Sparks,"The Wedding (The Notebook, #2)",8031,106,3.97,149392
https://www.goodreads.com/book/show/10979.Light_in_August,William Faulkner,Light in August,8012,112,3.92,60047
https://www.goodreads.com/book/show/111332.Into_the_Wild,Erin Hunter,"Into the Wild (Warriors, #1)",8004,98,4.3,84837
https://www.goodreads.com/book/show/2702704-faefever,Karen Marie Moning,"Faefever (Fever, #3)",7989,103,4.29,98558
https://www.goodreads.com/book/show/5161066-dead-and-gone,Charlaine Harris,Dead and Gone (Sookie Stackhouse #9),7988,120,4.0,185323
https://www.goodreads.com/book/show/2233407.From_Dead_to_Worse,Charlaine Harris,"From Dead to Worse (Sookie Stackhouse, #8)",7983,116,4.0,185510
https://www.goodreads.com/book/show/5094.The_Drawing_of_the_Three,Stephen King,"The Drawing of the Three (The Dark Tower, #2)",7975,109,4.21,236927
https://www.goodreads.com/book/show/140075.All_Together_Dead,Charlaine Harris,"All Together Dead (Sookie Stackhouse, #7)",7954,116,4.04,197642
https://www.goodreads.com/book/show/38180.On_the_Beach,Nevil Shute,On the Beach,7942,119,3.95,38885
https://www.goodreads.com/book/show/22205.This_Lullaby,Sarah Dessen,This Lullaby,7942,102,4.01,178529
https://www.goodreads.com/book/show/13262783-every-day,David Levithan,"Every Day (Every Day, #1)",7911,92,3.92,216095
https://www.goodreads.com/book/show/99944.The_Bhagavad_Gita,Krishna-Dwaipayana Vyasa,The Bhagavad Gita,7896,116,4.14,60959
https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,Philip K. Dick,The Man in the High Castle,7885,104,3.62,197084
https://www.goodreads.com/book/show/13047090-onyx,Jennifer L. Armentrout,"Onyx (Lux, #2)",7872,103,4.24,169249
https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry,Mildred D. Taylor,"Roll of Thunder, Hear My Cry (Logans, #4)",7858,112,3.86,119370
https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,John Flanagan,"The Ruins of Gorlan (Ranger's Apprentice, #1)",7842,96,4.22,139276
https://www.goodreads.com/book/show/13651.The_Dispossessed,Ursula K. Le Guin,"The Dispossessed (Hainish Cycle, #6)",7836,99,4.2,103739
https://www.goodreads.com/book/show/102868.A_Study_in_Scarlet,Arthur Conan Doyle,"A Study in Scarlet (Sherlock Holmes, #1)",7831,118,4.14,376839
https://www.goodreads.com/book/show/9369720-passion,Lauren Kate,"Passion (Fallen, #3)",7824,110,3.85,164688
https://www.goodreads.com/book/show/54539.Silas_Marner,George Eliot,Silas Marner,7814,126,3.66,81222
https://www.goodreads.com/book/show/6192.Disgrace,J.M. Coetzee,Disgrace,7808,111,3.84,96357
https://www.goodreads.com/book/show/414999.Childhood_s_End,Arthur C. Clarke,Childhood's End,7805,105,4.1,144848
https://www.goodreads.com/book/show/12926063-skagboys,Irvine Welsh,Skagboys (Mark Renton #1),7803,88,3.96,26228
https://www.goodreads.com/book/show/84136.Fantasy_Lover,Sherrilyn Kenyon,"Fantasy Lover (Hunter Legends, #1)",7764,102,4.14,90638
https://www.goodreads.com/book/show/395871.The_Awakening_The_Struggle,L.J. Smith,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",7756,105,3.68,90199
https://www.goodreads.com/book/show/40603730-safe-haven,Nicholas Sparks,Safe Haven,7702,101,4.2,358187
https://www.goodreads.com/book/show/13206900-winter,Marissa Meyer,"Winter (The Lunar Chronicles, #4)",7674,92,4.41,236904
https://www.goodreads.com/book/show/7996.Redwall,Brian Jacques,"Redwall (Redwall, #1)",7664,109,4.1,114313
https://www.goodreads.com/book/show/732562.The_Rime_of_the_Ancient_Mariner,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,7629,124,3.94,55128
https://www.goodreads.com/book/show/348225.These_Is_My_Words,Nancy E. Turner,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",7628,91,4.34,69730
https://www.goodreads.com/book/show/5056084-wings,Aprilynne Pike,"Wings (Wings, #1)",7627,97,3.75,82491
https://www.goodreads.com/book/show/527756.The_Man_Without_Qualities,Robert Musil,The Man Without Qualities,7596,82,4.22,6156
https://www.goodreads.com/book/show/47021.The_Taming_of_the_Shrew,William Shakespeare,The Taming of the Shrew,7591,133,3.78,160482
https://www.goodreads.com/book/show/10222.The_Far_Pavilions,M.M. Kaye,The Far Pavilions,7570,105,4.19,43154
https://www.goodreads.com/book/show/28251250-white-noise,Don DeLillo,White Noise,7555,102,3.87,93414
https://www.goodreads.com/book/show/29797.The_Pilgrim_s_Progress,John Bunyan,The Pilgrim's Progress,7544,111,4.0,122852
https://www.goodreads.com/book/show/29999.The_Maltese_Falcon,Dashiell Hammett,The Maltese Falcon,7483,120,3.89,101628
https://www.goodreads.com/book/show/37793.A_Doll_s_House,Henrik Ibsen,A Doll's House,7482,128,3.75,120547
https://www.goodreads.com/book/show/479415.The_Horse_Whisperer,Nicholas Evans,The Horse Whisperer,7478,117,3.83,53956
https://www.goodreads.com/book/show/19405702-walks-away-woman,Ki Longfellow,Walks Away Woman,7461,78,4.38,1122
https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,Shirley Jackson,We Have Always Lived in the Castle,7423,91,3.97,150312
https://www.goodreads.com/book/show/50.Hatchet,Gary Paulsen,"Hatchet (Brian's Saga, #1)",7422,107,3.75,346036
https://www.goodreads.com/book/show/45195.A_Passage_to_India,E.M. Forster,A Passage to India,7413,127,3.68,75758
https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand,Munro Leaf,The Story of Ferdinand,7384,109,4.35,89539
https://www.goodreads.com/book/show/469571.All_the_Pretty_Horses,Cormac McCarthy,"All the Pretty Horses (The Border Trilogy, #1)",7379,108,4.01,101270
https://www.goodreads.com/book/show/7488244-unearthly,Cynthia Hand,"Unearthly (Unearthly, #1)",7359,96,4.0,130309
https://www.goodreads.com/book/show/15925.The_Guardian,Nicholas Sparks,The Guardian,7356,103,4.15,168564
https://www.goodreads.com/book/show/31196.The_Razor_s_Edge,W. Somerset Maugham,The Razor's Edge,7356,108,4.19,40203
https://www.goodreads.com/book/show/9284655-tiger-s-curse,Colleen Houck,"Tiger's Curse (The Tiger Saga, #1)",7298,86,4.06,59882
https://www.goodreads.com/book/show/53450218-the-past,Kenneth Thomas,"The Past (VanWest, #1)",7295,75,4.27,10507
https://www.goodreads.com/book/show/7494.Suzanne_s_Diary_for_Nicholas,James Patterson,Suzanne's Diary for Nicholas,7289,99,4.15,146373
https://www.goodreads.com/book/show/5664985-along-for-the-ride,Sarah Dessen,Along for the Ride,7226,92,4.05,195357
https://www.goodreads.com/book/show/171547.Songs_of_Innocence_and_of_Experience,William Blake,Songs of Innocence and of Experience,7201,113,4.09,43519
https://www.goodreads.com/book/show/5359.The_Client,John Grisham,The Client,7195,119,4.03,421267
https://www.goodreads.com/book/show/25494343-lady-midnight,Cassandra Clare,"Lady Midnight (The Dark Artifices, #1)",7191,88,4.36,204532
https://www.goodreads.com/book/show/12557.The_Kitchen_God_s_Wife,Amy Tan,The Kitchen God's Wife,7190,116,4.0,81980
https://www.goodreads.com/book/show/3463.A_Bend_in_the_Road,Nicholas Sparks,A Bend in the Road,7184,97,4.03,143268
https://www.goodreads.com/book/show/38296.The_Last_of_the_Mohicans,James Fenimore Cooper,The Last of the Mohicans (The Leatherstocking Tales #2),7177,117,3.7,96509
https://www.goodreads.com/book/show/7824322-between-shades-of-gray,Ruta Sepetys,Between Shades of Gray,7177,89,4.35,197199
https://www.goodreads.com/book/show/30264.Dead_Witch_Walking,Kim Harrison,"Dead Witch Walking (The Hollows, #1)",7168,91,4.02,123997
https://www.goodreads.com/book/show/40605329-the-mysterious-benedict-society,Trenton Lee Stewart,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",7161,88,4.18,139809
https://www.goodreads.com/book/show/365.Dirk_Gently_s_Holistic_Detective_Agency,Douglas Adams,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",7151,94,3.96,136086
https://www.goodreads.com/book/show/12985.The_Tempest,William Shakespeare,The Tempest,7140,113,3.8,189411
https://www.goodreads.com/book/show/166997.Stoner,John Williams,Stoner,7138,79,4.29,123379
https://www.goodreads.com/book/show/9809.Invisible_Cities,Italo Calvino,Invisible Cities,7109,82,4.1,71859
https://www.goodreads.com/book/show/242006.Running_with_Scissors,Augusten Burroughs,Running with Scissors,7109,98,3.73,376664
https://www.goodreads.com/book/show/32822135-archer-s-voice,Mia Sheridan,Archer's Voice,7092,83,4.36,108116
https://www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow,Peter Høeg,Smilla's Sense of Snow,7086,105,3.75,47733
https://www.goodreads.com/book/show/5287473-hex-hall,Rachel Hawkins,"Hex Hall (Hex Hall, #1)",7085,94,3.91,146207
https://www.goodreads.com/book/show/943402.Let_the_Right_One_In,John Ajvide Lindqvist,Let the Right One In,7069,93,4.02,103083
https://www.goodreads.com/book/show/26157586-toe-to-toe,Deborah Leblanc,Toe to Toe,7061,78,4.27,12618
https://www.goodreads.com/book/show/872333.Blue_Bloods,Melissa de la Cruz,"Blue Bloods (Blue Bloods, #1)",7054,101,3.69,141316
https://www.goodreads.com/book/show/3570231-at-grave-s-end,Jeaniene Frost,"At Grave's End (Night Huntress, #3)",7046,94,4.28,87640
https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,Jules Verne,Journey to the Center of the Earth,7031,110,3.86,173182
https://www.goodreads.com/book/show/1430.Eleven_Minutes,Paulo Coelho,Eleven Minutes,7010,85,3.7,160908
https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,Lauren Weisberger,"The Devil Wears Prada (The Devil Wears Prada, #1)",7008,105,3.77,825955
https://www.goodreads.com/book/show/5472.Animal_Farm_1984,George Orwell,Animal Farm / 1984,6991,108,4.3,177606
https://www.goodreads.com/book/show/25845273-the-great-divorce,C.S. Lewis,The Great Divorce,6987,89,4.28,123706
https://www.goodreads.com/book/show/7669.Timeline,Michael Crichton,Timeline,6983,93,3.86,201502
https://www.goodreads.com/book/show/544891.Beastly,Alex Flinn,"Beastly (Beastly, #1; Kendra Chronicles, #1)",6983,99,3.83,177033
https://www.goodreads.com/book/show/6259.Birdsong,Sebastian Faulks,Birdsong: A Novel of Love and War,6952,93,4.09,73819
https://www.goodreads.com/book/show/34532.Hogfather,Terry Pratchett,"Hogfather (Discworld, #20; Death, #4)",6947,95,4.2,87637
https://www.goodreads.com/book/show/8913370-fingersmith,Sarah Waters,Fingersmith,6945,90,3.98,98734
https://www.goodreads.com/book/show/19390926-point-of-retreat,Colleen Hoover,"Point of Retreat (Slammed, #2)",6943,82,4.26,150414
https://www.goodreads.com/book/show/1240662.Lover_Enshrined,J.R. Ward,"Lover Enshrined (Black Dagger Brotherhood, #6)",6927,95,4.11,112953
https://www.goodreads.com/book/show/243705.The_Collector,John Fowles,The Collector,6927,105,3.99,66091
https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,Philip K. Dick,A Scanner Darkly,6921,89,4.0,104822
https://www.goodreads.com/book/show/27822.Eugene_Onegin,Alexander Pushkin,Eugene Onegin,6873,96,4.1,55920
https://www.goodreads.com/book/show/7937462-the-short-second-life-of-bree-tanner,Stephenie Meyer,"The Short Second Life of Bree Tanner (The Twilight Saga, #3.5)",6870,103,3.51,201453
https://www.goodreads.com/book/show/18692431-everything-everything,Nicola Yoon,"Everything, Everything",6849,78,4.02,489584
https://www.goodreads.com/book/show/2794.The_Crying_of_Lot_49,Thomas Pynchon,The Crying of Lot 49,6829,87,3.68,80618
https://www.goodreads.com/book/show/43916.Magician,Raymond E. Feist,"Magician (The Riftwar Saga, #1-2)",6822,82,4.27,66620
https://www.goodreads.com/book/show/6642715-the-forty-rules-of-love,Elif Shafak,The Forty Rules of Love,6791,74,4.13,149677
https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end,Adam Silvera,They Both Die at the End,6788,72,3.97,338970
https://www.goodreads.com/book/show/581811.Valley_of_the_Dolls,Jacqueline Susann,Valley of the Dolls,6781,109,3.78,54953
